"Country or Area","Year","Area","Sex","Age","Literacy","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Philippines","2015","Total","Both Sexes","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2019","7290536","15"
"Philippines","2015","Total","Both Sexes","30 - 34","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","7194122","15"
"Philippines","2015","Total","Both Sexes","30 - 34","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","96414","15"
"Philippines","2015","Total","Both Sexes","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2019","6704923","15"
"Philippines","2015","Total","Both Sexes","35 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","6597177","15"
"Philippines","2015","Total","Both Sexes","35 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","107746","15"
"Philippines","2015","Total","Both Sexes","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2019","5813169","15"
"Philippines","2015","Total","Both Sexes","40 - 44","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","5697529","15"
"Philippines","2015","Total","Both Sexes","40 - 44","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","115640","15"
"Philippines","2015","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2019","5262005","15"
"Philippines","2015","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","5149647","15"
"Philippines","2015","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","112358","15"
"Philippines","2015","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2019","4415193","15"
"Philippines","2015","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","4311043","15"
"Philippines","2015","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","104150","15"
"Philippines","2015","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2019","3597370","15"
"Philippines","2015","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","3512314","15"
"Philippines","2015","Total","Both Sexes","55 - 59","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","85056","15"
"Philippines","2015","Total","Both Sexes","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2019","2755608","15"
"Philippines","2015","Total","Both Sexes","60 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","2676657","15"
"Philippines","2015","Total","Both Sexes","60 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","78951","15"
"Philippines","2015","Total","Both Sexes","65 - 69","Total","Census - de jure - complete tabulation","Final figure, complete","2019","1912908","15"
"Philippines","2015","Total","Both Sexes","65 - 69","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","1843089","15"
"Philippines","2015","Total","Both Sexes","65 - 69","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","69819","15"
"Philippines","2015","Total","Both Sexes","70 - 74","Total","Census - de jure - complete tabulation","Final figure, complete","2019","1218065","15"
"Philippines","2015","Total","Both Sexes","70 - 74","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","1151668","15"
"Philippines","2015","Total","Both Sexes","70 - 74","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","66397","15"
"Philippines","2015","Total","Both Sexes","75 - 79","Total","Census - de jure - complete tabulation","Final figure, complete","2019","857534","15"
"Philippines","2015","Total","Both Sexes","75 - 79","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","804823","15"
"Philippines","2015","Total","Both Sexes","75 - 79","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","52711","15"
"Philippines","2015","Total","Both Sexes","80 - 84","Total","Census - de jure - complete tabulation","Final figure, complete","2019","474105","15"
"Philippines","2015","Total","Both Sexes","80 - 84","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","429598","15"
"Philippines","2015","Total","Both Sexes","80 - 84","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","44507","15"
"Philippines","2015","Total","Both Sexes","85 - 89","Total","Census - de jure - complete tabulation","Final figure, complete","2019","217572","15"
"Philippines","2015","Total","Both Sexes","85 - 89","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","194140","15"
"Philippines","2015","Total","Both Sexes","85 - 89","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","23432","15"
"Philippines","2015","Total","Both Sexes","90 - 94","Total","Census - de jure - complete tabulation","Final figure, complete","2019","74686","15"
"Philippines","2015","Total","Both Sexes","90 - 94","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","64835","15"
"Philippines","2015","Total","Both Sexes","90 - 94","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","9851","15"
"Philippines","2015","Total","Both Sexes","95 - 99","Total","Census - de jure - complete tabulation","Final figure, complete","2019","19872","15"
"Philippines","2015","Total","Both Sexes","95 - 99","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","16207","15"
"Philippines","2015","Total","Both Sexes","95 - 99","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","3665","15"
"Philippines","2015","Total","Both Sexes","100 +","Total","Census - de jure - complete tabulation","Final figure, complete","2019","3956","15"
"Philippines","2015","Total","Both Sexes","100 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","2846","15"
"Philippines","2015","Total","Both Sexes","100 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","1110","15"
"Portugal","2011","Total","Both Sexes","10 - 14","Total","Census - de jure - complete tabulation","Final figure, complete","2013","564595",""
"Portugal","2011","Total","Both Sexes","10 - 14","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","562334",""
"Portugal","2011","Total","Both Sexes","10 - 14","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","2261",""
"Portugal","2011","Total","Both Sexes","10 +","Total","Census - de jure - complete tabulation","Final figure, complete","2013","9554444",""
"Portugal","2011","Total","Both Sexes","10 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","9055678",""
"Portugal","2011","Total","Both Sexes","10 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","498766",""
"Portugal","2011","Total","Both Sexes","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2013","565250",""
"Portugal","2011","Total","Both Sexes","15 - 19","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","562839",""
"Portugal","2011","Total","Both Sexes","15 - 19","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","2411",""
"Portugal","2011","Total","Both Sexes","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2013","582065",""
"Portugal","2011","Total","Both Sexes","20 - 24","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","577995",""
"Portugal","2011","Total","Both Sexes","20 - 24","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","4070",""
"Portugal","2011","Total","Both Sexes","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2013","656076",""
"Portugal","2011","Total","Both Sexes","25 - 29","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","650616",""
"Portugal","2011","Total","Both Sexes","25 - 29","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","5460",""
"Portugal","2011","Total","Both Sexes","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2013","773567",""
"Portugal","2011","Total","Both Sexes","30 - 34","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","765753",""
"Portugal","2011","Total","Both Sexes","30 - 34","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","7814",""
"Portugal","2011","Total","Both Sexes","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2013","824683",""
"Portugal","2011","Total","Both Sexes","35 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","814260",""
"Portugal","2011","Total","Both Sexes","35 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","10423",""
"Portugal","2011","Total","Both Sexes","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2013","773098",""
"Portugal","2011","Total","Both Sexes","40 - 44","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","760848",""
"Portugal","2011","Total","Both Sexes","40 - 44","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","12250",""
"Portugal","2011","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2013","770294",""
"Portugal","2011","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","756773",""
"Portugal","2011","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","13521",""
"Portugal","2011","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2013","722360",""
"Portugal","2011","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","708176",""
"Portugal","2011","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","14184",""
"Portugal","2011","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2013","677651",""
"Portugal","2011","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","661404",""
"Portugal","2011","Total","Both Sexes","55 - 59","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","16247",""
"Portugal","2011","Total","Both Sexes","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2013","634741",""
"Portugal","2011","Total","Both Sexes","60 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","617023",""
"Portugal","2011","Total","Both Sexes","60 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","17718",""
"Portugal","2011","Total","Both Sexes","65 - 69","Total","Census - de jure - complete tabulation","Final figure, complete","2013","551701",""
"Portugal","2011","Total","Both Sexes","65 - 69","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","520419",""
"Portugal","2011","Total","Both Sexes","65 - 69","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","31282",""
"Portugal","2011","Total","Both Sexes","70 - 74","Total","Census - de jure - complete tabulation","Final figure, complete","2013","496438",""
"Portugal","2011","Total","Both Sexes","70 - 74","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","408106",""
"Portugal","2011","Total","Both Sexes","70 - 74","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","88332",""
"Portugal","2011","Total","Both Sexes","75 - 79","Total","Census - de jure - complete tabulation","Final figure, complete","2013","429706",""
"Portugal","2011","Total","Both Sexes","75 - 79","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","324958",""
"Portugal","2011","Total","Both Sexes","75 - 79","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","104748",""
"Portugal","2011","Total","Both Sexes","80 - 84","Total","Census - de jure - complete tabulation","Final figure, complete","2013","297888",""
"Portugal","2011","Total","Both Sexes","80 - 84","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","211976",""
"Portugal","2011","Total","Both Sexes","80 - 84","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","85912",""
"Portugal","2011","Total","Both Sexes","85 - 89","Total","Census - de jure - complete tabulation","Final figure, complete","2013","164356",""
"Portugal","2011","Total","Both Sexes","85 - 89","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","109140",""
"Portugal","2011","Total","Both Sexes","85 - 89","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","55216",""
"Portugal","2011","Total","Both Sexes","90 - 94","Total","Census - de jure - complete tabulation","Final figure, complete","2013","53847",""
"Portugal","2011","Total","Both Sexes","90 - 94","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","33543",""
"Portugal","2011","Total","Both Sexes","90 - 94","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","20304",""
"Portugal","2011","Total","Both Sexes","95 - 99","Total","Census - de jure - complete tabulation","Final figure, complete","2013","14602",""
"Portugal","2011","Total","Both Sexes","95 - 99","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","8712",""
"Portugal","2011","Total","Both Sexes","95 - 99","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","5890",""
"Portugal","2011","Total","Both Sexes","100 +","Total","Census - de jure - complete tabulation","Final figure, complete","2013","1526",""
"Portugal","2011","Total","Both Sexes","100 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2013","803",""
"Portugal","2011","Total","Both Sexes","100 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2013","723",""
"Puerto Rico","2010","Total","Both Sexes","18 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2015","284259","16"
"Puerto Rico","2010","Total","Both Sexes","18 - 19","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","280397","16"
"Puerto Rico","2010","Total","Both Sexes","18 - 19","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","3862","16"
"Puerto Rico","2010","Total","Both Sexes","18 +","Total","Census - de jure - complete tabulation","Final figure, complete","2015","2992458","16"
"Puerto Rico","2010","Total","Both Sexes","18 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","2752021","16"
"Puerto Rico","2010","Total","Both Sexes","18 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","240437","16"
"Puerto Rico","2010","Total","Both Sexes","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2015","260850","16"
"Puerto Rico","2010","Total","Both Sexes","20 - 24","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","258357","16"
"Puerto Rico","2010","Total","Both Sexes","20 - 24","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","2493","16"
"Puerto Rico","2010","Total","Both Sexes","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2015","244159","16"
"Puerto Rico","2010","Total","Both Sexes","25 - 29","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","233057","16"
"Puerto Rico","2010","Total","Both Sexes","25 - 29","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","11102","16"
"Puerto Rico","2010","Total","Both Sexes","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2015","248173","16"
"Puerto Rico","2010","Total","Both Sexes","30 - 34","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","240237","16"
"Puerto Rico","2010","Total","Both Sexes","30 - 34","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","7936","16"
"Puerto Rico","2010","Total","Both Sexes","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2015","241270","16"
"Puerto Rico","2010","Total","Both Sexes","35 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","227767","16"
"Puerto Rico","2010","Total","Both Sexes","35 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","13503","16"
"Puerto Rico","2010","Total","Both Sexes","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2015","242258","16"
"Puerto Rico","2010","Total","Both Sexes","40 - 44","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","225503","16"
"Puerto Rico","2010","Total","Both Sexes","40 - 44","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","16755","16"
"Puerto Rico","2010","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2015","247986","16"
"Puerto Rico","2010","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","230678","16"
"Puerto Rico","2010","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","17308","16"
"Puerto Rico","2010","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2015","239821","16"
"Puerto Rico","2010","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","207306","16"
"Puerto Rico","2010","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","32515","16"
"Puerto Rico","2010","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2015","223607","16"
"Puerto Rico","2010","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","195001","16"
"Puerto Rico","2010","Total","Both Sexes","55 - 59","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","28606","16"
"Puerto Rico","2010","Total","Both Sexes","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2015","218077","16"
"Puerto Rico","2010","Total","Both Sexes","60 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","195563","16"
"Puerto Rico","2010","Total","Both Sexes","60 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","22514","16"
"Puerto Rico","2010","Total","Both Sexes","65 - 69","Total","Census - de jure - complete tabulation","Final figure, complete","2015","175411","16"
"Puerto Rico","2010","Total","Both Sexes","65 - 69","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","156170","16"
"Puerto Rico","2010","Total","Both Sexes","65 - 69","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","19241","16"
"Puerto Rico","2010","Total","Both Sexes","70 - 74","Total","Census - de jure - complete tabulation","Final figure, complete","2015","136251","16"
"Puerto Rico","2010","Total","Both Sexes","70 - 74","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","113866","16"
"Puerto Rico","2010","Total","Both Sexes","70 - 74","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","22385","16"
"Puerto Rico","2010","Total","Both Sexes","75 - 79","Total","Census - de jure - complete tabulation","Final figure, complete","2015","100740","16"
"Puerto Rico","2010","Total","Both Sexes","75 - 79","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","85318","16"
"Puerto Rico","2010","Total","Both Sexes","75 - 79","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","15422","16"
"Puerto Rico","2010","Total","Both Sexes","80 - 84","Total","Census - de jure - complete tabulation","Final figure, complete","2015","67000","16"
"Puerto Rico","2010","Total","Both Sexes","80 - 84","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","55585","16"
"Puerto Rico","2010","Total","Both Sexes","80 - 84","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","11415","16"
"Puerto Rico","2010","Total","Both Sexes","85 +","Total","Census - de jure - complete tabulation","Final figure, complete","2015","62596","16"
"Puerto Rico","2010","Total","Both Sexes","85 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2015","47216","16"
"Puerto Rico","2010","Total","Both Sexes","85 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2015","15380","16"
"Qatar","2010","Total","Both Sexes","10 - 14","Total","Census - de facto - complete tabulation","Final figure, complete","2011","64991",""
"Qatar","2010","Total","Both Sexes","10 - 14","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","64925",""
"Qatar","2010","Total","Both Sexes","10 - 14","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","66",""
"Qatar","2010","Total","Both Sexes","10 +","Total","Census - de facto - complete tabulation","Final figure, complete","2011","1531842",""
"Qatar","2010","Total","Both Sexes","10 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","1477264",""
"Qatar","2010","Total","Both Sexes","10 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","54578",""
"Qatar","2010","Total","Both Sexes","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","2011","60544",""
"Qatar","2010","Total","Both Sexes","15 - 19","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","59867",""
"Qatar","2010","Total","Both Sexes","15 - 19","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","677",""
"Qatar","2010","Total","Both Sexes","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","2011","191953",""
"Qatar","2010","Total","Both Sexes","20 - 24","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","184601",""
"Qatar","2010","Total","Both Sexes","20 - 24","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","7352",""
"Qatar","2010","Total","Both Sexes","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","2011","279187",""
"Qatar","2010","Total","Both Sexes","25 - 29","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","269857",""
"Qatar","2010","Total","Both Sexes","25 - 29","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","9330",""
"Qatar","2010","Total","Both Sexes","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","2011","270243",""
"Qatar","2010","Total","Both Sexes","30 - 34","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","262550",""
"Qatar","2010","Total","Both Sexes","30 - 34","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","7693",""
"Qatar","2010","Total","Both Sexes","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","2011","234573",""
"Qatar","2010","Total","Both Sexes","35 - 39","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","227898",""
"Qatar","2010","Total","Both Sexes","35 - 39","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","6675",""
"Qatar","2010","Total","Both Sexes","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","2011","178328",""
"Qatar","2010","Total","Both Sexes","40 - 44","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","172507",""
"Qatar","2010","Total","Both Sexes","40 - 44","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","5821",""
"Qatar","2010","Total","Both Sexes","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","2011","116940",""
"Qatar","2010","Total","Both Sexes","45 - 49","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","112887",""
"Qatar","2010","Total","Both Sexes","45 - 49","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","4053",""
"Qatar","2010","Total","Both Sexes","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","2011","68920",""
"Qatar","2010","Total","Both Sexes","50 - 54","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","65544",""
"Qatar","2010","Total","Both Sexes","50 - 54","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","3376",""
"Qatar","2010","Total","Both Sexes","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","2011","37377",""
"Qatar","2010","Total","Both Sexes","55 - 59","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","34699",""
"Qatar","2010","Total","Both Sexes","55 - 59","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","2678",""
"Qatar","2010","Total","Both Sexes","60 - 64","Total","Census - de facto - complete tabulation","Final figure, complete","2011","14969",""
"Qatar","2010","Total","Both Sexes","60 - 64","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","12763",""
"Qatar","2010","Total","Both Sexes","60 - 64","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","2206",""
"Qatar","2010","Total","Both Sexes","65 - 69","Total","Census - de facto - complete tabulation","Final figure, complete","2011","6454",""
"Qatar","2010","Total","Both Sexes","65 - 69","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","4810",""
"Qatar","2010","Total","Both Sexes","65 - 69","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","1644",""
"Qatar","2010","Total","Both Sexes","70 - 74","Total","Census - de facto - complete tabulation","Final figure, complete","2011","3637",""
"Qatar","2010","Total","Both Sexes","70 - 74","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","2317",""
"Qatar","2010","Total","Both Sexes","70 - 74","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","1320",""
"Qatar","2010","Total","Both Sexes","75 +","Total","Census - de facto - complete tabulation","Final figure, complete","2011","3726",""
"Qatar","2010","Total","Both Sexes","75 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2011","2039",""
"Qatar","2010","Total","Both Sexes","75 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2011","1687",""
"Republic of Moldova","2014","Total","Both Sexes","10 - 14","Total","Census - de facto - complete tabulation","Final figure, complete","2016","150027","17,18"
"Republic of Moldova","2014","Total","Both Sexes","10 - 14","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","140350","17,18"
"Republic of Moldova","2014","Total","Both Sexes","10 - 14","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","9677","17,18"
"Republic of Moldova","2014","Total","Both Sexes","10 +","Total","Census - de facto - complete tabulation","Final figure, complete","2016","2472125","17,18"
"Republic of Moldova","2014","Total","Both Sexes","10 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","2447584","17,18"
"Republic of Moldova","2014","Total","Both Sexes","10 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","24541","17,18"
"Republic of Moldova","2014","Total","Both Sexes","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","2016","183692","17,18"
"Republic of Moldova","2014","Total","Both Sexes","15 - 19","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","183420","17,18"
"Republic of Moldova","2014","Total","Both Sexes","15 - 19","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","272","17,18"
"Republic of Moldova","2014","Total","Both Sexes","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","2016","231153","17,18"
"Republic of Moldova","2014","Total","Both Sexes","20 - 24","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","230641","17,18"
"Republic of Moldova","2014","Total","Both Sexes","20 - 24","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","512","17,18"
"Republic of Moldova","2014","Total","Both Sexes","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","2016","251465","17,18"
"Republic of Moldova","2014","Total","Both Sexes","25 - 29","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","250784","17,18"
"Republic of Moldova","2014","Total","Both Sexes","25 - 29","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","681","17,18"
"Republic of Moldova","2014","Total","Both Sexes","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","2016","214870","17,18"
"Republic of Moldova","2014","Total","Both Sexes","30 - 34","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","214237","17,18"
"Republic of Moldova","2014","Total","Both Sexes","30 - 34","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","633","17,18"
"Republic of Moldova","2014","Total","Both Sexes","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","2016","190795","17,18"
"Republic of Moldova","2014","Total","Both Sexes","35 - 39","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","190214","17,18"
"Republic of Moldova","2014","Total","Both Sexes","35 - 39","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","581","17,18"
"Republic of Moldova","2014","Total","Both Sexes","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","2016","176906","17,18"
"Republic of Moldova","2014","Total","Both Sexes","40 - 44","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","176327","17,18"
"Republic of Moldova","2014","Total","Both Sexes","40 - 44","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","579","17,18"
"Republic of Moldova","2014","Total","Both Sexes","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","2016","173564","17,18"
"Republic of Moldova","2014","Total","Both Sexes","45 - 49","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","172936","17,18"
"Republic of Moldova","2014","Total","Both Sexes","45 - 49","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","628","17,18"
"Republic of Moldova","2014","Total","Both Sexes","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","2016","208674","17,18"
"Republic of Moldova","2014","Total","Both Sexes","50 - 54","Literate","Census - de facto - complete tabulation","Final figure, complete","2016","207843","17,18"
"Republic of Moldova","2014","Total","Both Sexes","50 - 54","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2016","831","17,18"
